score
1.6849915
1.5146856
1.4587623
1.546572
1.6144025
1.4659197
1.4194106
1.1923921
1.2934364
1.4311498
1.2632841
1.8797768
1.435641
1.4758996
1.4758996
1.6691017
1.5430726
1.3249793
1.1908889
1.4765849
1.4765849
1.5545336
1.4041442
1.2660146
1.3035676
1.5606631
1.6637747
2.003273
1.5430726
1.6117064
2.0183172
1.3732905
1.9473015
1.8235059
1.3451514
1.2651517
1.3863937
1.3681998
1.3681998
1.5409179
1.4904422
1.5675973
1.8071828
1.6375427
1.535995
1.6568239
1.6568239
1.9634856
1.3570961
1.5489501
1.6803172
1.732114
1.7610222
1.8155735
1.8155735
2.2842288
1.3451514
1.271927
1.2670056
1.4706652
1.5440301
1.8913971
1.7905064
1.6418982
1.7476369
1.5804071
1.6238565
1.4622318
1.9629366
1.597141
1.597141
1.6435257
1.9230609
1.745234
2.0467713
2.0015574
2.1952343
1.7718245
1.8185475
1.993211
1.8967866
1.8129572
1.6879561
2.0362089
1.3441777
1.2166904
1.6648129
1.6889056
1.2546645
1.6006414
1.5233018
1.5233018
1.7874814
1.3608265
1.3767929
1.389985
1.8494538
1.6265359
1.5466794
2.0174222
2.0174222
1.7033108
1.9330822
1.9361495
1.7914596
1.929177
1.8260503
2.122149
2.122149
1.9155302
1.7388245
2.0362089
1.6977447
1.5365096
2.041251
2.041251
2.2025964
2.2096453
2.2096453
1.4283717
1.4890939
1.6993738
1.3677748
1.6006414
1.5346712
1.5086448
1.4069498
1.4069498
1.4678576
1.389985
1.7537787
1.7729982
1.7404009
1.9280673
1.7035832
1.7786181
1.7665273
1.9311126
2.1511545
1.9207183
2.052279
2.2087584
1.9876093
1.9876093
1.8689845
1.8494886
1.7890897
1.5675125
2.03515
2.028381
2.9692793
2.4027593
2.6279252
2.0971155
2.3685057
2.0820544
2.1665661
1.4017984
1.4017984
1.6298478
1.9011693
1.3486197
1.4586617
1.919032
1.714157
1.6304815
1.556011
1.4678576
1.4019792
1.75432
1.8104732
1.7971746
2.1029925
1.7035832
2.146297
2.3124552
2.3124552
2.2701197
1.803846
2.1049852
2.4461467
2.6557062
2.1150167
1.9841145
1.8533939
1.6976835
1.5303614
1.755819
1.7131637
2.5986013
2.0813313
2.44045
2.44045
1.9071991
2.1737642
2.0012405
2.2760255
1.9234176
2.2696736
2.3224003
2.3224003
2.1102803
1.8956198
1.5142702
1.8559362
1.8559362
1.3486197
1.3780835
1.4769676
1.7762849
1.5718323
1.5485302
1.4864218
1.4864218
1.8517767
1.7336633
2.330885
2.1254845
1.976087
2.0104687
1.761485
2.0708303
2.0708303
1.799979
1.9130522
1.9939148
2.2407184
2.307452
2.2148023
1.7579064
1.7579064
1.7490602
1.8428562
1.5609419
1.9377856
2.5746226
2.4056075
2.408501
2.408501
2.0155194
2.145071
2.1738505
2.3815224
2.5334818
2.4755747
2.615147
2.615147
2.575304
2.4183683
2.3460994
2.3714793
2.1901104
1.9634689
1.684798
1.9577402
1.5335735
