band_index,wavelength_nm,mean,std,valid_ratio
245,1602.66,0.23590437,0.07084796,0.7388568188201117
246,1607.66,0.23823686,0.07120901,0.7388568188201117
247,1612.66,0.23758425,0.07073326,0.7388568188201117
248,1617.66,0.23777945,0.07048215,0.7388568188201117
249,1622.66,0.23871912,0.070475414,0.7388568188201117
250,1627.66,0.23947304,0.070406616,0.7388568188201117
251,1632.66,0.24044864,0.07051637,0.7388568188201117
252,1637.66,0.24059632,0.07040751,0.7388568188201117
253,1642.66,0.24110633,0.07048031,0.7388568188201117
254,1647.66,0.24082652,0.07030329,0.7388568188201117
255,1652.66,0.24051736,0.07013892,0.7388568188201117
256,1657.66,0.2384515,0.06945084,0.7388568188201117
257,1662.66,0.23883647,0.06956505,0.7388568188201117
258,1667.66,0.23823634,0.06949451,0.7388568188201117
259,1672.66,0.23821086,0.06954489,0.7388568188201117
260,1677.66,0.23737288,0.06946378,0.7388568188201117
261,1682.66,0.23789224,0.06967659,0.7388568188201117
262,1687.65,0.23623401,0.06940224,0.7388568188201117
263,1692.65,0.23355556,0.06900897,0.7388568188201117
264,1697.65,0.23233315,0.06893083,0.7388568188201117
265,1702.65,0.23158799,0.06913245,0.7388568188201117
266,1707.64,0.22853167,0.06885872,0.7388568188201117
267,1712.64,0.22620085,0.0685467,0.7388568188201117
268,1717.64,0.22696447,0.06902083,0.7388568188201117
269,1722.64,0.22247921,0.06865145,0.7388568188201117
270,1727.63,0.22091523,0.06857728,0.7388568188201117
271,1732.63,0.22085029,0.06905012,0.7388568188201117
272,1737.62,0.21653663,0.06852015,0.7388568188201117
273,1742.62,0.21550344,0.0687506,0.7388568188201117
274,1747.62,0.21506388,0.06960575,0.7388568188201117
275,1752.61,0.21264952,0.06922335,0.7388568188201117
276,1757.61,0.20987737,0.06960273,0.7388568188201117
277,1762.6,0.2068818,0.070053704,0.7388568188201117
278,1767.6,0.19396551,0.068360746,0.7388568188201117
279,1772.59,0.18802977,0.06770475,0.7388568188201117
280,1777.59,0.17667758,0.067725085,0.7388568188201117
281,1782.58,0.17228356,0.067541584,0.7388568188201117
282,1787.58,0.16280568,0.06571485,0.7388568188201117
283,1792.57,0.16730356,0.071707755,0.7388568188201117
284,1797.56,0.13082008,0.05787325,0.7388568188201117
285,1802.56,-0.009999999,9.313226e-10,0.7388568188201117
286,1807.55,-0.009999999,9.313226e-10,0.7388568188201117
287,1812.54,-0.009999999,9.313226e-10,0.7388568188201117
288,1817.54,-0.009999999,9.313226e-10,0.7388568188201117
289,1822.53,-0.009999999,9.313226e-10,0.7388568188201117
290,1827.52,-0.009999999,9.313226e-10,0.7388568188201117
291,1832.51,-0.009999999,9.313226e-10,0.7388568188201117
292,1837.51,-0.009999999,9.313226e-10,0.7388568188201117
293,1842.5,-0.009999999,9.313226e-10,0.7388568188201117
294,1847.49,-0.009999999,9.313226e-10,0.7388568188201117
295,1852.48,-0.009999999,9.313226e-10,0.7388568188201117
296,1857.47,-0.009999999,9.313226e-10,0.7388568188201117
297,1862.46,-0.009999999,9.313226e-10,0.7388568188201117
298,1867.45,-0.009999999,9.313226e-10,0.7388568188201117
299,1872.44,-0.009999999,9.313226e-10,0.7388568188201117
300,1877.43,-0.009999999,9.313226e-10,0.7388568188201117
301,1882.42,-0.009999999,9.313226e-10,0.7388568188201117
302,1887.41,-0.009999999,9.313226e-10,0.7388568188201117
303,1892.4,-0.009999999,9.313226e-10,0.7388568188201117
304,1897.39,-0.009999999,9.313226e-10,0.7388568188201117
305,1902.38,-0.009999999,9.313226e-10,0.7388568188201117
306,1907.37,-0.009999999,9.313226e-10,0.7388568188201117
307,1912.36,-0.009999999,9.313226e-10,0.7388568188201117
308,1917.35,-0.009999999,9.313226e-10,0.7388568188201117
309,1922.33,-0.009999999,9.313226e-10,0.7388568188201117
310,1927.32,-0.009999999,9.313226e-10,0.7388568188201117
311,1932.31,-0.009999999,9.313226e-10,0.7388568188201117
312,1937.3,-0.009999999,9.313226e-10,0.7388568188201117
313,1942.28,-0.009999999,9.313226e-10,0.7388568188201117
314,1947.27,-0.009999999,9.313226e-10,0.7388568188201117
315,1952.26,-0.009999999,9.313226e-10,0.7388568188201117
316,1957.24,-0.009999999,9.313226e-10,0.7388568188201117
317,1962.23,-0.009999999,9.313226e-10,0.7388568188201117
318,1967.21,-0.009999999,9.313226e-10,0.7388568188201117
319,1972.2,0.12870847,0.071081996,0.7388568188201117
320,1977.18,0.13207531,0.0714578,0.7388568188201117
321,1982.17,0.14048341,0.07208529,0.7388568188201117
322,1987.15,0.14405856,0.07277056,0.7388568188201117
323,1992.14,0.14649712,0.073928006,0.7388568188201117
324,1997.12,0.14813317,0.07313082,0.7388568188201117
325,2002.1,0.14128807,0.06416291,0.7388568188201117
326,2007.09,0.13440654,0.062951244,0.7388568188201117
327,2012.07,0.1413753,0.0649496,0.7388568188201117
328,2017.05,0.1362268,0.06675952,0.7388568188201117
329,2022.04,0.14924729,0.07258743,0.7388568188201117
330,2027.02,0.16086155,0.07682243,0.7388568188201117
331,2032.0,0.16676371,0.07789353,0.7388568188201117
332,2036.98,0.17556192,0.079337865,0.7388568188201117
333,2041.96,0.18007877,0.084017135,0.7388568188201117
334,2046.95,0.18441977,0.08501245,0.7388568188201117
335,2051.93,0.18365572,0.08442482,0.7388568188201117
336,2056.91,0.18014899,0.08513305,0.7388568188201117
337,2061.89,0.18200456,0.086012445,0.7388568188201117
338,2066.87,0.18190128,0.08582913,0.7388568188201117
339,2071.85,0.17818888,0.08254505,0.7388568188201117
340,2076.83,0.1855181,0.08546671,0.7388568188201117
341,2081.81,0.18849288,0.08627893,0.7388568188201117
342,2086.79,0.19096649,0.08696256,0.7388568188201117
343,2091.76,0.19414197,0.088028304,0.7388568188201117
344,2096.74,0.19258647,0.0872031,0.7388568188201117
345,2101.72,0.19223946,0.08682227,0.7388568188201117
346,2106.7,0.1984594,0.088809796,0.7388568188201117
347,2111.67,0.19814296,0.08854946,0.7388568188201117
