band_index,wavelength_nm,mean,std,valid_ratio
168,1217.17,0.37552586,0.06789109,0.6959755206430398
169,1222.18,0.3772545,0.067665756,0.6959755206430398
170,1227.2,0.37875777,0.06742165,0.6959755206430398
171,1232.21,0.38012892,0.06721784,0.6959755206430398
172,1237.22,0.3818545,0.067179635,0.6959755206430398
173,1242.23,0.3834935,0.06725529,0.6959755206430398
174,1247.24,0.38505098,0.06740696,0.6959755206430398
175,1252.25,0.3868039,0.0676344,0.6959755206430398
176,1257.26,0.3886964,0.06793437,0.6959755206430398
177,1262.27,0.39000225,0.06824895,0.6959755206430398
178,1267.28,0.38973492,0.06832907,0.6959755206430398
179,1272.29,0.38935718,0.0683115,0.6959755206430398
180,1277.3,0.38977483,0.0682908,0.6959755206430398
181,1282.31,0.39085135,0.068525694,0.6959755206430398
182,1287.32,0.39142448,0.068787456,0.6959755206430398
183,1292.33,0.3934118,0.06942214,0.6959755206430398
184,1297.33,0.3958757,0.07029828,0.6959755206430398
185,1302.34,0.39742872,0.07107868,0.6959755206430398
186,1307.35,0.40056077,0.07234228,0.6959755206430398
187,1312.36,0.40492156,0.074021265,0.6959755206430398
188,1317.37,0.40594333,0.075139776,0.6959755206430398
189,1322.38,0.4098395,0.076973364,0.6959755206430398
190,1327.39,0.41369992,0.079062164,0.6959755206430398
191,1332.4,0.4153805,0.08128463,0.6959755206430398
192,1337.4,0.41902763,0.08357465,0.6959755206430398
193,1342.41,0.43193278,0.08652999,0.6959755206430398
194,1347.42,0.45267743,0.090424046,0.6959755206430398
195,1352.43,0.4811239,0.096142784,0.6959755206430398
196,1357.44,0.48818377,0.100700304,0.6959755206430398
197,1362.44,-0.009999998,1.8626451e-09,0.6959755206430398
198,1367.45,-0.009999998,1.8626451e-09,0.6959755206430398
199,1372.46,-0.009999998,1.8626451e-09,0.6959755206430398
200,1377.47,-0.009999998,1.8626451e-09,0.6959755206430398
201,1382.47,-0.009999998,1.8626451e-09,0.6959755206430398
202,1387.48,-0.009999998,1.8626451e-09,0.6959755206430398
203,1392.49,-0.009999998,1.8626451e-09,0.6959755206430398
204,1397.5,-0.009999998,1.8626451e-09,0.6959755206430398
205,1402.5,-0.009999998,1.8626451e-09,0.6959755206430398
206,1407.51,-0.009999998,1.8626451e-09,0.6959755206430398
207,1412.52,1.0102406,0.524349,0.6959755206430398
208,1417.52,1.8191941,2.0598104,0.6959755206430398
209,1422.53,1.9008783,1.6608559,0.6959755206430398
210,1427.53,-0.6500947,0.4366889,0.6959755206430398
211,1432.54,-0.39571312,0.3046815,0.6959755206430398
212,1437.55,-0.7812486,0.3935558,0.6959755206430398
213,1442.55,-0.45250133,0.2167788,0.6959755206430398
214,1447.56,-0.015983375,0.10636147,0.6959755206430398
215,1452.56,0.0954687,0.10640845,0.6959755206430398
216,1457.57,0.15362583,0.10282828,0.6959755206430398
217,1462.57,0.16697948,0.10358004,0.6959755206430398
218,1467.58,0.13921075,0.107503995,0.6959755206430398
219,1472.58,0.13687235,0.08647085,0.6959755206430398
220,1477.59,0.13382438,0.08197461,0.6959755206430398
221,1482.59,0.1391689,0.078902915,0.6959755206430398
222,1487.6,0.16125077,0.07595608,0.6959755206430398
223,1492.6,0.17114054,0.0750174,0.6959755206430398
224,1497.61,0.17954756,0.07507901,0.6959755206430398
225,1502.61,0.1854798,0.07469726,0.6959755206430398
226,1507.61,0.18855602,0.07352212,0.6959755206430398
227,1512.62,0.19502015,0.073837005,0.6959755206430398
228,1517.62,0.20150647,0.074349925,0.6959755206430398
229,1522.63,0.20287138,0.072912626,0.6959755206430398
230,1527.63,0.20960088,0.073515475,0.6959755206430398
231,1532.63,0.21365508,0.07337602,0.6959755206430398
232,1537.64,0.21807529,0.073394924,0.6959755206430398
233,1542.64,0.22140445,0.0731784,0.6959755206430398
234,1547.64,0.22537419,0.07322724,0.6959755206430398
235,1552.64,0.22904699,0.073206164,0.6959755206430398
236,1557.65,0.23162322,0.072932005,0.6959755206430398
237,1562.65,0.2356184,0.07310625,0.6959755206430398
238,1567.65,0.2399141,0.07349556,0.6959755206430398
239,1572.65,0.24423146,0.074046604,0.6959755206430398
240,1577.65,0.24765803,0.07421523,0.6959755206430398
241,1582.66,0.24875838,0.073697165,0.6959755206430398
242,1587.66,0.25055856,0.07334684,0.6959755206430398
243,1592.66,0.2541528,0.073591,0.6959755206430398
244,1597.66,0.2582519,0.07409117,0.6959755206430398
245,1602.66,0.26133475,0.074359946,0.6959755206430398
246,1607.66,0.26489687,0.074667804,0.6959755206430398
247,1612.66,0.26547652,0.07425945,0.6959755206430398
248,1617.66,0.26682118,0.0740285,0.6959755206430398
249,1622.66,0.26897034,0.07405885,0.6959755206430398
250,1627.66,0.27127087,0.07418957,0.6959755206430398
251,1632.66,0.27425945,0.0746066,0.6959755206430398
252,1637.66,0.27479142,0.074437894,0.6959755206430398
253,1642.66,0.2761117,0.07462143,0.6959755206430398
254,1647.66,0.27844515,0.07512338,0.6959755206430398
255,1652.66,0.28021315,0.07554669,0.6959755206430398
256,1657.66,0.2785765,0.075219825,0.6959755206430398
257,1662.66,0.27957383,0.07568415,0.6959755206430398
258,1667.66,0.27854815,0.07554262,0.6959755206430398
259,1672.66,0.27833214,0.07556158,0.6959755206430398
260,1677.66,0.27822974,0.075767785,0.6959755206430398
261,1682.66,0.27771237,0.07586121,0.6959755206430398
262,1687.65,0.27657253,0.07599418,0.6959755206430398
263,1692.65,0.27504468,0.07613689,0.6959755206430398
264,1697.65,0.2736631,0.07624044,0.6959755206430398
265,1702.65,0.27191466,0.076444864,0.6959755206430398
266,1707.64,0.27238324,0.07720951,0.6959755206430398
267,1712.64,0.2686262,0.076912284,0.6959755206430398
268,1717.64,0.26756594,0.07724661,0.6959755206430398
269,1722.64,0.2702551,0.07877304,0.6959755206430398
270,1727.63,0.2657973,0.07834566,0.6959755206430398
271,1732.63,0.26775807,0.079346694,0.6959755206430398
272,1737.62,0.26854607,0.07984817,0.6959755206430398
273,1742.62,0.26951918,0.080486,0.6959755206430398
274,1747.62,0.27312964,0.08225087,0.6959755206430398
275,1752.61,0.27222535,0.08268162,0.6959755206430398
276,1757.61,0.2781722,0.08543142,0.6959755206430398
277,1762.6,0.2827434,0.08776981,0.6959755206430398
278,1767.6,0.28146726,0.08887166,0.6959755206430398
279,1772.59,0.28032964,0.08991987,0.6959755206430398
280,1777.59,0.28848282,0.0947573,0.6959755206430398
281,1782.58,0.29438716,0.09810498,0.6959755206430398
282,1787.58,0.30313408,0.10294648,0.6959755206430398
283,1792.57,0.33532003,0.116262466,0.6959755206430398
284,1797.56,0.2981803,0.13495697,0.6959755206430398
285,1802.56,-0.009999998,1.8626451e-09,0.6959755206430398
286,1807.55,-0.009999998,1.8626451e-09,0.6959755206430398
287,1812.54,-0.009999998,1.8626451e-09,0.6959755206430398
288,1817.54,-0.009999998,1.8626451e-09,0.6959755206430398
289,1822.53,-0.009999998,1.8626451e-09,0.6959755206430398
290,1827.52,-0.009999998,1.8626451e-09,0.6959755206430398
291,1832.51,-0.009999998,1.8626451e-09,0.6959755206430398
292,1837.51,-0.009999998,1.8626451e-09,0.6959755206430398
293,1842.5,-0.009999998,1.8626451e-09,0.6959755206430398
294,1847.49,-0.009999998,1.8626451e-09,0.6959755206430398
295,1852.48,-0.009999998,1.8626451e-09,0.6959755206430398
296,1857.47,-0.009999998,1.8626451e-09,0.6959755206430398
297,1862.46,-0.009999998,1.8626451e-09,0.6959755206430398
298,1867.45,-0.009999998,1.8626451e-09,0.6959755206430398
299,1872.44,-0.009999998,1.8626451e-09,0.6959755206430398
300,1877.43,-0.009999998,1.8626451e-09,0.6959755206430398
301,1882.42,-0.009999998,1.8626451e-09,0.6959755206430398
302,1887.41,-0.009999998,1.8626451e-09,0.6959755206430398
303,1892.4,-0.009999998,1.8626451e-09,0.6959755206430398
304,1897.39,-0.009999998,1.8626451e-09,0.6959755206430398
305,1902.38,-0.009999998,1.8626451e-09,0.6959755206430398
306,1907.37,-0.009999998,1.8626451e-09,0.6959755206430398
307,1912.36,-0.009999998,1.8626451e-09,0.6959755206430398
308,1917.35,-0.009999998,1.8626451e-09,0.6959755206430398
309,1922.33,-0.009999998,1.8626451e-09,0.6959755206430398
310,1927.32,-0.009999998,1.8626451e-09,0.6959755206430398
311,1932.31,-0.009999998,1.8626451e-09,0.6959755206430398
312,1937.3,-0.009999998,1.8626451e-09,0.6959755206430398
313,1942.28,-0.009999998,1.8626451e-09,0.6959755206430398
314,1947.27,-0.009999998,1.8626451e-09,0.6959755206430398
315,1952.26,-0.009999998,1.8626451e-09,0.6959755206430398
316,1957.24,-0.009999998,1.8626451e-09,0.6959755206430398
317,1962.23,-0.009999998,1.8626451e-09,0.6959755206430398
318,1967.21,-0.009999998,1.8626451e-09,0.6959755206430398
319,1972.2,0.1103438,0.0766308,0.6959755206430398
320,1977.18,0.111786895,0.07501717,0.6959755206430398
321,1982.17,0.12278412,0.08303906,0.6959755206430398
322,1987.15,0.12334568,0.080860674,0.6959755206430398
323,1992.14,0.12083819,0.075099066,0.6959755206430398
324,1997.12,0.121375516,0.07629028,0.6959755206430398
325,2002.1,0.104023196,0.064039774,0.6959755206430398
326,2007.09,0.100442715,0.05921542,0.6959755206430398
327,2012.07,0.10642125,0.06520388,0.6959755206430398
328,2017.05,0.102556735,0.06056575,0.6959755206430398
329,2022.04,0.112588376,0.066337764,0.6959755206430398
330,2027.02,0.12185326,0.071084194,0.6959755206430398
331,2032.0,0.12792757,0.07358069,0.6959755206430398
332,2036.98,0.13345589,0.07700925,0.6959755206430398
333,2041.96,0.13555515,0.07736441,0.6959755206430398
334,2046.95,0.13596512,0.07655496,0.6959755206430398
335,2051.93,0.13570672,0.0773572,0.6959755206430398
336,2056.91,0.13317144,0.074734986,0.6959755206430398
337,2061.89,0.13500343,0.07509305,0.6959755206430398
338,2066.87,0.13461888,0.07387812,0.6959755206430398
339,2071.85,0.13388184,0.07360687,0.6959755206430398
340,2076.83,0.13995808,0.07531451,0.6959755206430398
341,2081.81,0.14175205,0.0752177,0.6959755206430398
342,2086.79,0.14398521,0.0756005,0.6959755206430398
343,2091.76,0.14750412,0.07649097,0.6959755206430398
344,2096.74,0.14733367,0.07589179,0.6959755206430398
345,2101.72,0.14848706,0.07592157,0.6959755206430398
346,2106.7,0.15080264,0.076198764,0.6959755206430398
347,2111.67,0.15308388,0.076860815,0.6959755206430398
348,2116.65,0.1525726,0.07631688,0.6959755206430398
349,2121.63,0.15259896,0.075916834,0.6959755206430398
350,2126.6,0.15589152,0.07685116,0.6959755206430398
351,2131.58,0.15557626,0.07598949,0.6959755206430398
352,2136.56,0.15816423,0.0767839,0.6959755206430398
353,2141.53,0.15827687,0.076359965,0.6959755206430398
354,2146.51,0.15933996,0.07651951,0.6959755206430398
355,2151.48,0.161861,0.07782045,0.6959755206430398
356,2156.46,0.15843336,0.07565694,0.6959755206430398
357,2161.43,0.16059494,0.076133914,0.6959755206430398
358,2166.41,0.15915506,0.075081594,0.6959755206430398
359,2171.38,0.1603299,0.0750314,0.6959755206430398
360,2176.35,0.16137686,0.074957006,0.6959755206430398
361,2181.33,0.15994622,0.073936805,0.6959755206430398
362,2186.3,0.15846626,0.07305818,0.6959755206430398
363,2191.27,0.15817106,0.07181056,0.6959755206430398
364,2196.24,0.15959999,0.07228364,0.6959755206430398
365,2201.22,0.15827377,0.071589634,0.6959755206430398
366,2206.19,0.15950452,0.07139847,0.6959755206430398
367,2211.16,0.15877016,0.07048942,0.6959755206430398
368,2216.13,0.15926163,0.07107112,0.6959755206430398
369,2221.1,0.15965475,0.071334325,0.6959755206430398
370,2226.07,0.15966398,0.0715694,0.6959755206430398
371,2231.04,0.15965107,0.07210297,0.6959755206430398
372,2236.01,0.1586577,0.07241417,0.6959755206430398
373,2240.98,0.15686455,0.072394185,0.6959755206430398
374,2245.95,0.15457278,0.072461076,0.6959755206430398
375,2250.92,0.15233496,0.07228497,0.6959755206430398
376,2255.89,0.1516769,0.072818995,0.6959755206430398
377,2260.86,0.14969033,0.07293731,0.6959755206430398
378,2265.82,0.14642626,0.07225518,0.6959755206430398
379,2270.79,0.1445948,0.07215766,0.6959755206430398
380,2275.76,0.14425178,0.07260898,0.6959755206430398
381,2280.73,0.14281502,0.07245282,0.6959755206430398
382,2285.69,0.14144884,0.07236354,0.6959755206430398
383,2290.66,0.13941891,0.072162755,0.6959755206430398
384,2295.62,0.1356311,0.07127332,0.6959755206430398
385,2300.59,0.13610896,0.07224695,0.6959755206430398
386,2305.56,0.13524681,0.07225908,0.6959755206430398
387,2310.52,0.13141951,0.07095129,0.6959755206430398
388,2315.49,0.13137636,0.071546435,0.6959755206430398
389,2320.45,0.12870489,0.07074843,0.6959755206430398
390,2325.41,0.12550679,0.06912599,0.6959755206430398
391,2330.38,0.12821022,0.07072003,0.6959755206430398
392,2335.34,0.12791009,0.07099227,0.6959755206430398
393,2340.31,0.12678468,0.071463004,0.6959755206430398
394,2345.27,0.12148242,0.0696487,0.6959755206430398
395,2350.23,0.118804336,0.06904648,0.6959755206430398
396,2355.19,0.12056775,0.069964826,0.6959755206430398
397,2360.16,0.12458093,0.07195639,0.6959755206430398
398,2365.12,0.12332978,0.072026804,0.6959755206430398
399,2370.08,0.12711148,0.07471602,0.6959755206430398
400,2375.04,0.12209044,0.07306048,0.6959755206430398
401,2380.0,0.11819858,0.072167456,0.6959755206430398
402,2384.97,0.11893733,0.07422012,0.6959755206430398
403,2389.93,0.12101197,0.07541716,0.6959755206430398
404,2394.89,0.13141957,0.08063614,0.6959755206430398
405,2399.85,0.13623191,0.08368168,0.6959755206430398
406,2404.81,0.13516967,0.08458783,0.6959755206430398
407,2409.77,0.13120101,0.08483953,0.6959755206430398
408,2414.72,0.12322097,0.089993834,0.6959755206430398
409,2419.68,0.12437076,0.09220429,0.6959755206430398
410,2424.64,0.15994199,0.10521177,0.6959755206430398
411,2429.6,0.17470403,0.11132763,0.6959755206430398
412,2434.56,0.18028565,0.12164464,0.6959755206430398
413,2439.52,0.19547862,0.13039471,0.6959755206430398
414,2444.48,0.19828779,0.14015386,0.6959755206430398
415,2449.43,-0.037398905,0.15177906,0.6959755206430398
416,2454.39,0.23697442,0.1976486,0.6959755206430398
417,2459.35,0.31373656,0.21743505,0.6959755206430398
418,2464.31,0.269073,0.22371648,0.6959755206430398
419,2469.26,0.22997408,0.28740713,0.6959755206430398
420,2474.22,0.05958902,0.14912061,0.6959755206430398
421,2479.18,0.057522733,0.14551644,0.6959755206430398
422,2484.13,0.055582594,0.14033435,0.6959755206430398
423,2489.09,0.054718275,0.14295147,0.6959755206430398
424,2494.04,0.054224934,0.14611803,0.6959755206430398
425,2499.0,0.053806387,0.14994143,0.6959755206430398
