score
2.745616
2.2255259
2.1393886
3.3759804
1.9571047
1.5027859
1.5027859
1.1057944
1.1302612
1.1305267
2.4654055
1.1177828
1.1811596
0.7254378
0.7254378
0.4803671
0.49291787
0.9802163
0.71223867
0.5139121
0.5139121
0.66123253
0.3337047
1.1177827
0.9050876
1.0236162
1.0993241
1.0993241
1.2125548
0.12893224
0.3363041
0.47386134
0.8894883
0.8894883
1.0075818
0.92410237
0.45913082
0.9279099
1.2567365
1.5427576
1.5427576
0.91801417
1.1921021
1.5937929
1.6873678
1.5870386
1.2125548
1.2344476
1.3530346
1.4890501
1.810961
1.0222853
1.0222853
1.3708433
1.4322087
1.2060771
0.98924404
0.82666886
0.82666886
0.9564221
1.4430488
1.0141315
1.7540535
2.1498725
2.0162122
1.9178444
1.8571243
1.4797016
1.6511104
1.9695752
1.9695752
1.7171828
1.7381779
1.9822395
1.7566161
1.7280833
1.7280833
2.1369028
2.2937055
0.98924404
1.2573181
1.2159812
1.2159812
1.1703793
1.0141315
0.90891796
1.190243
1.4555855
1.4555855
2.3363068
2.1498725
2.0251215
2.0251215
1.8102914
1.7446237
1.6511104
1.7994765
1.8733885
1.8733885
1.7874728
2.0102985
1.971899
1.6869053
1.7259141
1.7259141
2.3902588
2.009082
1.849721
1.4960676
1.234419
1.234419
1.2153524
1.1404531
1.1011674
1.2138723
1.0370631
1.3200248
1.1742216
1.1554664
1.027686
0.8582125
2.0408027
2.4632168
1.9344362
1.7735481
1.7735481
2.0850105
1.9039382
1.9900516
1.9265087
1.8193773
1.8193773
2.0102985
1.9727235
1.702429
1.619446
2.312064
2.3902588
1.6670926
1.8006032
1.8832291
1.5523561
1.0281922
1.0281922
1.067827
0.96804756
1.4684885
0.88723016
1.0280181
1.0280181
1.2456578
1.0724167
1.0722384
0.6042561
1.1691417
1.1691417
1.1125413
0.641378
3.336494
2.0408027
2.8149314
2.337671
1.985095
2.110568
2.110568
2.4105484
1.9046754
2.038295
1.8449303
2.0418034
1.8031936
1.6168545
1.8209872
1.6421598
2.038837
1.5338374
1.5338374
1.6596005
1.8288189
1.5780809
1.2490401
1.1260924
1.1260924
0.925492
1.2473956
0.88723016
1.0278304
1.12477
1.12477
1.1051903
1.0722384
1.0007288
1.2005935
1.2372231
1.2372231
0.641378
1.0351675
0.9229983
1.6092076
0.9320197
0.9320197
2.305365
2.6290727
2.6290727
4.7676315
1.9126016
2.441078
2.103225
2.077382
2.077382
1.7702736
1.8495307
2.0418034
1.8003454
1.8003454
1.7952456
1.7912445
2.038837
1.8184928
1.6928043
1.6928043
1.4883629
1.262348
1.2594708
0.8638015
0.5524783
0.5524783
0.77411336
0.5145494
0.78025365
1.0541629
1.0571512
1.0571512
1.2353864
0.73258555
1.1162786
1.2802929
0.45334893
0.41699725
1.2640452
0.73213
0.7755956
0.9545852
1.1446109
1.1446109
0.5587607
1.3499804
2.3969646
2.305365
3.4369566
2.787942
2.787942
2.5937994
2.1919982
1.8572261
2.6462967
1.4559757
1.4559757
1.4931318
1.8468269
1.7840362
1.6585923
1.6585923
1.7974153
1.954562
1.7713181
1.6679411
1.3912393
1.3912393
1.262348
0.91836625
0.6431325
0.82792413
0.76067895
0.77411336
0.7238798
0.9834317
0.91085064
0.98785305
1.2290632
1.4608965
0.58271766
1.1183572
1.270202
0.6704357
1.3786733
1.3786733
0.92497635
0.6967544
0.6979996
1.1217335
0.9527385
0.9527385
0.8973791
1.5569171
2.5720398
1.7764652
0.9211444
0.9211444
1.6509085
1.6537485
1.497138
2.3729553
1.8048207
1.8048207
2.1919982
3.7473469
3.1294734
2.178342
2.453096
1.4931318
1.6839014
